genotype,pop,replicate,timepoint,date,tray,initial_temp,fly,survived
tX,9,17,2,27.02.2024,C,4.9000000000000004,4,1
tX,9,18,2,27.02.2024,C,4.9000000000000004,1,1
tX,9,18,2,27.02.2024,C,4.9000000000000004,2,1
tX,9,18,2,27.02.2024,C,4.9000000000000004,3,1
tX,9,18,2,27.02.2024,C,4.9000000000000004,4,1
tX,9,18,2,27.02.2024,C,4.9000000000000004,5,1
tX,9,19,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,19,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,20,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,20,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,20,2,27.02.2024,D,4.9000000000000004,3,1
tX,9,20,2,27.02.2024,D,4.9000000000000004,4,1
tX,9,20,2,27.02.2024,D,4.9000000000000004,5,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,3,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,4,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,5,1
tX,9,21,2,27.02.2024,D,4.9000000000000004,6,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,3,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,4,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,5,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,6,1
tX,9,22,2,27.02.2024,D,4.9000000000000004,7,1
tX,9,23,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,23,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,23,2,27.02.2024,D,4.9000000000000004,3,1
tX,9,23,2,27.02.2024,D,4.9000000000000004,4,1
tX,9,23,2,27.02.2024,D,4.9000000000000004,5,1
tX,9,24,2,27.02.2024,D,4.9000000000000004,1,1
tX,9,24,2,27.02.2024,D,4.9000000000000004,2,1
tX,9,25,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,25,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,26,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,26,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,26,2,27.02.2024,A,4.9000000000000004,3,1
tX,9,27,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,27,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,27,2,27.02.2024,A,4.9000000000000004,3,1
tX,9,27,2,27.02.2024,A,4.9000000000000004,4,1
tX,9,28,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,28,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,28,2,27.02.2024,A,4.9000000000000004,3,1
tX,9,28,2,27.02.2024,A,4.9000000000000004,4,1
tX,9,29,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,29,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,29,2,27.02.2024,A,4.9000000000000004,3,1
tX,9,30,2,27.02.2024,A,4.9000000000000004,1,1
tX,9,30,2,27.02.2024,A,4.9000000000000004,2,1
tX,9,30,2,27.02.2024,A,4.9000000000000004,3,1
tX,9,30,2,27.02.2024,A,4.9000000000000004,4,1
tX,10,1,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,1,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,2,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,2,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,2,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,2,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,3,2,27.02.2024,C,4.9000000000000004,8,1
tX,10,4,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,4,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,4,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,4,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,5,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,6,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,6,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,6,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,6,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,6,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,7,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,7,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,7,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,7,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,7,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,8,2,27.02.2024,B,4.9000000000000004,6,1
tX,10,9,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,9,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,9,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,9,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,10,2,27.02.2024,B,4.9000000000000004,6,1
tX,10,11,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,11,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,12,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,12,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,12,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,13,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,13,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,13,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,13,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,14,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,14,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,14,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,14,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,14,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,15,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,15,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,15,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,15,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,16,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,16,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,16,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,16,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,17,2,27.02.2024,B,4.9000000000000004,6,1
tX,10,18,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,18,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,18,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,19,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,19,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,19,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,19,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,20,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,20,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,20,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,20,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,20,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,21,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,21,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,21,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,21,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,5,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,6,1
tX,10,22,2,27.02.2024,B,4.9000000000000004,7,1
tX,10,24,2,27.02.2024,B,4.9000000000000004,1,1
tX,10,24,2,27.02.2024,B,4.9000000000000004,2,1
tX,10,24,2,27.02.2024,B,4.9000000000000004,3,1
tX,10,24,2,27.02.2024,B,4.9000000000000004,4,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,25,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,26,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,27,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,28,2,27.02.2024,C,4.9000000000000004,8,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,6,1
tX,10,29,2,27.02.2024,C,4.9000000000000004,7,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,1,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,2,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,3,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,4,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,5,1
tX,10,30,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,1,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,1,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,1,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,1,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,1,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,2,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,3,2,27.02.2024,C,4.9000000000000004,8,1
mM,11,4,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,4,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,4,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,4,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,4,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,5,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,6,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,6,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,6,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,6,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,7,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,7,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,7,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,4,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,5,1
mM,11,8,2,27.02.2024,B,4.9000000000000004,6,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,4,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,5,1
mM,11,9,2,27.02.2024,B,4.9000000000000004,6,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,4,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,5,1
mM,11,10,2,27.02.2024,B,4.9000000000000004,6,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,4,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,5,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,6,1
mM,11,11,2,27.02.2024,B,4.9000000000000004,7,1
mM,11,12,2,27.02.2024,B,4.9000000000000004,1,1
mM,11,12,2,27.02.2024,B,4.9000000000000004,2,1
mM,11,12,2,27.02.2024,B,4.9000000000000004,3,1
mM,11,12,2,27.02.2024,B,4.9000000000000004,4,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,13,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,14,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,8,1
mM,11,15,2,27.02.2024,C,4.9000000000000004,9,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,8,1
mM,11,16,2,27.02.2024,C,4.9000000000000004,9,1
mM,11,17,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,17,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,17,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,18,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,18,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,18,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,18,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,18,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,19,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,19,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,19,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,19,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,20,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,21,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,22,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,22,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,22,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,22,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,23,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,1,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,2,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,3,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,4,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,5,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,6,1
mM,11,24,2,27.02.2024,C,4.9000000000000004,7,1
mM,11,25,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,26,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,26,2,27.02.2024,A,4.9000000000000004,2,1
mM,11,26,2,27.02.2024,A,4.9000000000000004,3,1
mM,11,27,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,27,2,27.02.2024,A,4.9000000000000004,2,1
mM,11,27,2,27.02.2024,A,4.9000000000000004,3,1
mM,11,28,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,28,2,27.02.2024,A,4.9000000000000004,2,1
mM,11,28,2,27.02.2024,A,4.9000000000000004,3,1
mM,11,29,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,29,2,27.02.2024,A,4.9000000000000004,2,1
mM,11,30,2,27.02.2024,A,4.9000000000000004,1,1
mM,11,30,2,27.02.2024,A,4.9000000000000004,2,1
mM,11,30,2,27.02.2024,A,4.9000000000000004,3,1
mM,11,30,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,1,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,1,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,1,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,1,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,2,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,2,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,2,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,2,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,3,2,27.02.2024,A,4.9000000000000004,6,1
tT,14,4,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,4,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,4,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,4,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,4,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,5,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,5,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,5,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,5,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,5,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,6,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,6,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,6,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,6,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,6,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,7,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,7,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,7,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,4,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,5,1
tT,14,8,2,27.02.2024,C,4.9000000000000004,6,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,4,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,5,1
tT,14,9,2,27.02.2024,C,4.9000000000000004,6,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,4,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,5,1
tT,14,10,2,27.02.2024,C,4.9000000000000004,6,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,4,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,5,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,6,1
tT,14,11,2,27.02.2024,C,4.9000000000000004,7,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,2,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,3,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,4,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,5,1
tT,14,12,2,27.02.2024,C,4.9000000000000004,6,1
tT,14,13,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,13,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,13,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,13,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,14,2,27.02.2024,A,4.9000000000000004,6,1
tT,14,15,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,15,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,15,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,16,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,16,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,16,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,16,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,16,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,17,2,27.02.2024,A,4.9000000000000004,6,1
tT,14,18,2,27.02.2024,A,4.9000000000000004,1,1
tT,14,18,2,27.02.2024,A,4.9000000000000004,2,1
tT,14,18,2,27.02.2024,A,4.9000000000000004,3,1
tT,14,18,2,27.02.2024,A,4.9000000000000004,4,1
tT,14,18,2,27.02.2024,A,4.9000000000000004,5,1
tT,14,19,2,27.02.2024,C,4.9000000000000004,1,1
tT,14,19,2,27.02.2024,C,4.9000000000000004,2,1
